time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 4, ""position"": [1.5, 0.5]}"
4.2,target_discovery,5,"{""target_id"": 1, ""position"": [1.5, 4.5]}"
8.1,target_discovery,9,"{""target_id"": 2, ""position"": [1.5, 8.5]}"
8.3,outer_complete,6,"{""cells_covered"": 4}"
9.2,target_discovery,7,"{""target_id"": 3, ""position"": [4.5, 6.5]}"
9.3,outer_complete,7,"{""cells_covered"": 4}"
9.7,target_discovery,0,"{""target_id"": 7, ""position"": [9.5, 0.5]}"
10.3,outer_complete,8,"{""cells_covered"": 4}"
10.7,outer_complete,5,"{""cells_covered"": 7}"
11.9,outer_complete,4,"{""cells_covered"": 9}"
12.3,target_discovery,9,"{""target_id"": 8, ""position"": [4.5, 9.5]}"
13.1,outer_complete,3,"{""cells_covered"": 11}"
14.4,outer_complete,2,"{""cells_covered"": 13}"
19.7,outer_complete,9,"{""cells_covered"": 12}"
21.5,target_discovery,0,"{""target_id"": 5, ""position"": [11.5, 9.5]}"
22.6,target_discovery,0,"{""target_id"": 9, ""position"": [11.5, 10.5]}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
