time,type,uav_id,details
7.1,target_discovery,4,"{""target_id"": 7, ""position"": [5.5, 5.5]}"
8.2,target_discovery,4,"{""target_id"": 8, ""position"": [5.5, 6.5]}"
8.5,target_discovery,0,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
9.3,target_discovery,4,"{""target_id"": 11, ""position"": [6.5, 6.5]}"
9.6,target_discovery,0,"{""target_id"": 9, ""position"": [1.5, 6.5]}"
11.7,target_discovery,2,"{""target_id"": 10, ""position"": [4.5, 3.5]}"
11.8,outer_complete,0,"{""cells_covered"": 12}"
12.6,target_discovery,3,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
13.7,target_discovery,4,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
16.5,outer_complete,9,"{""cells_covered"": 4}"
17.4,target_discovery,11,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
17.7,outer_complete,2,"{""cells_covered"": 12}"
18.3,target_discovery,10,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
19.1,outer_complete,3,"{""cells_covered"": 12}"
19.6,target_discovery,4,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
19.7,outer_complete,4,"{""cells_covered"": 12}"
20.5,outer_complete,1,"{""cells_covered"": 12}"
21.9,outer_complete,5,"{""cells_covered"": 12}"
23.4,outer_complete,6,"{""cells_covered"": 12}"
23.8,target_discovery,7,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
23.9,mission_complete,4,{}
24.4,outer_complete,8,"{""cells_covered"": 11}"
24.7,outer_complete,11,"{""cells_covered"": 19}"
24.8,mission_complete,0,{}
24.8,outer_complete,10,"{""cells_covered"": 13}"
24.9,mission_complete,3,{}
25.0,outer_complete,7,"{""cells_covered"": 13}"
25.9,mission_complete,2,{}
26.1,mission_complete,1,{}
26.1,mission_complete,7,{}
26.3,mission_complete,10,{}
26.9,mission_complete,5,{}
26.9,mission_complete,6,{}
27.8,mission_complete,9,{}
29.8,mission_complete,8,{}
29.8,mission_complete,11,{}
