time,type,uav_id,details
1.1,target_discovery,0,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
6.3,outer_complete,5,"{""cells_covered"": 2}"
8.1,target_discovery,4,"{""target_id"": 3, ""position"": [8.5, 1.5]}"
11.7,target_discovery,7,"{""target_id"": 2, ""position"": [6.5, 10.5]}"
11.9,target_discovery,0,"{""target_id"": 6, ""position"": [11.5, 0.5]}"
12.7,outer_complete,2,"{""cells_covered"": 12}"
18.3,target_discovery,7,"{""target_id"": 0, ""position"": [9.5, 9.5]}"
20.1,outer_complete,4,"{""cells_covered"": 12}"
20.6,outer_complete,3,"{""cells_covered"": 16}"
22.6,outer_complete,1,"{""cells_covered"": 21}"
23.8,outer_complete,0,"{""cells_covered"": 23}"
23.8,target_discovery,6,"{""target_id"": 4, ""position"": [4.5, 8.5]}"
30.2,target_discovery,6,"{""target_id"": 1, ""position"": [1.5, 7.5]}"
30.3,outer_complete,6,"{""cells_covered"": 20}"
32.7,outer_complete,7,"{""cells_covered"": 20}"
