time,type,uav_id,details
6.5,target_discovery,2,"{""target_id"": 9, ""position"": [3.5, 4.5]}"
8.7,target_discovery,2,"{""target_id"": 6, ""position"": [5.5, 4.5]}"
10.8,target_discovery,6,"{""target_id"": 0, ""position"": [10.5, 4.5]}"
11.7,target_discovery,3,"{""target_id"": 7, ""position"": [6.5, 5.5]}"
14.4,target_discovery,9,"{""target_id"": 8, ""position"": [4.5, 0.5]}"
14.9,outer_complete,0,"{""cells_covered"": 15}"
16.5,target_discovery,5,"{""target_id"": 4, ""position"": [7.5, 9.5]}"
17.0,target_discovery,1,"{""target_id"": 2, ""position"": [4.5, 5.5]}"
19.5,target_discovery,9,"{""target_id"": 5, ""position"": [1.5, 0.5]}"
20.5,outer_complete,2,"{""cells_covered"": 15}"
21.3,outer_complete,7,"{""cells_covered"": 7}"
24.1,outer_complete,4,"{""cells_covered"": 14}"
24.2,target_discovery,3,"{""target_id"": 1, ""position"": [6.5, 9.5]}"
24.5,outer_complete,1,"{""cells_covered"": 15}"
25.4,outer_complete,3,"{""cells_covered"": 15}"
26.5,outer_complete,8,"{""cells_covered"": 14}"
26.6,target_discovery,6,"{""target_id"": 3, ""position"": [11.5, 10.5]}"
26.7,outer_complete,6,"{""cells_covered"": 15}"
26.8,outer_complete,9,"{""cells_covered"": 20}"
26.9,outer_complete,5,"{""cells_covered"": 14}"
